Review Text,Review Length,Thumb Text,Play Hours,Date Posted
"I have played this franchise before (the first two thanks to that woman holding a spoon) and I love them all! While this is the first Spider-Man I bought, I will not miss the opportunity to provide feedback. Everything is great, the plot, the progression, the dialogues, everything, except for one thing.

I have rx 5500xt right now, paired with amd ryzen 5 2600 and 16gb ram. I installed this game on an NVME SSD. I already put the dlss files to a new folder within the game's local folder to enhance the performance of the game. Thinking I have the bare minimum of the specs needed to run this game, I thought that it is normal for the game to 'pause and load' while transitioning to another area. I have already tweaked every possible configurations in the graphics menu, I even tried it at the lowest and now my settings are at custom ranging from low to medium, and I never had any issues, aside from TRAVERSAL STUTTER. The only problem I encounter is when moving to another area and it pauses and the loading icon appears. I had a few problems like I webslinged into an unrendered building, trapping me inside.

I read the community here about the lags and it seems that I was not the only experiencing the same issue, like those people even have better specs and yet they still experience the traversal stutter. Based on what I have also read, this issue can be fixed by the game creators.

Man, I love this game. I even 100% the Spider-man 1 and Miles Morales and even kept playing for hours after. Right now, I can't recommend this to anybody, but I'm willing to change it. I just wish Insomniac can do something about this.",1338,Not Recommended,44.1 hrs on record,Posted: July 3
good,4,Recommended,24.9 hrs on record,Posted: July 3
"Amazing story, beautifully written characters.",42,Recommended,28.0 hrs on record,Posted: July 3
"Game runs okay, my PC only crashed 8 times. 4 of which were during the Mysterio boss fight. I feel the story is amazing; the Spider-man (2018) has a longer story due to DLC but it took me 32 hours to finish everything in the base game other than new game plus. The boss fights are super easy and the normal fights feel amazing.

Boss fights 7.5/10

Combat 9/10 (To me the ability recharge needs to be slightly faster)

Story 8.5/10 (loved it, However I dock points due to no DLC)

Price (ok get it on sale)

things to do 10/10 ( felt like a good size thank God it is not like Arkham City with over 200 Riddler trophy's)

Graphics (10/10) ran and look Amazing with my 3070 and 3700x

Should you get it (Only on sale)",585,Recommended,36.3 hrs on record,Posted: July 3
"Product received for free

fix the patches with other clients",53,Not Recommended,12.1 hrs on record,Posted: July 3
It is good.,9,Recommended,23.3 hrs on record,Posted: July 3
One of my best gaming experiences.,29,Recommended,8.7 hrs on record,Posted: July 3
lil buggy but fun,14,Recommended,38.9 hrs on record,Posted: July 3
This is a steaming pile of garbage. It crashes often and does not play well on PC even if your rig exceeds the requirements. Stay away from this title.,123,Not Recommended,4.4 hrs on record,Posted: July 3
i liked the game but the crashed were to much,36,Recommended,15.6 hrs on record,Posted: July 3
10/10,5,Recommended,34.9 hrs on record,Posted: July 2
I LOVE THIS GAME,13,Recommended,44.4 hrs on record,Posted: July 2
very good game,12,Recommended,37.3 hrs on record,Posted: July 2
"I have a pretty solid rig but this game runs like ass. The story and the gameplay both very good. I would've loved this game, but right now its not optimized very well for PC. Luckily I managed to finish the story before experiencing crashes. Seems like the side missions is what triggers crashes idk. Would not recommend if you want a smooth experience.",291,Not Recommended,25.7 hrs on record,Posted: July 2
"With patch 10 and you're set with the lowest or medium settings, game plays well However the cutscence needs a lot of work it just badly optimized cutscences, not recommended right now, and not even %20 off now.

I played both spider-man games on steam deck it ran almost perfectly.",234,Not Recommended,1.8 hrs on record,Posted: July 2
if you like spider-man than this is for you.,36,Recommended,44.5 hrs on record,Posted: July 2
"once again, you guys make me forget the time and go crazy, thank you",55,Recommended,8.5 hrs on record,Posted: July 2
THE BEST!!,9,Recommended,33.9 hrs on record,Posted: July 2
"Very good game, I had some bugs in the start but after that the game ran perfectly, it is a hard to run game.",86,Recommended,20.7 hrs on record,Posted: July 2
"Don't buy it now.

Wait the dev optimize the game.
The game is unable to play now.",68,Not Recommended,0.4 hrs on record,Posted: July 2
THIS GAME IS REALLY GOOD I do not have the ps5 virzon but I do have the computer virvon and gatta say this game is ASM,93,Recommended,19.0 hrs on record,Posted: July 2
"Pros: Great Combat, Bosses, Suits and Characters
Cons: A$90 for 30 hours of content. With some side quests being more like a chore then actual fun.",123,Recommended,37.8 hrs on record,Posted: July 2
"Honestly, this is the disappointment of the year for me so far and will most likely keep that title throughout the rest of the year. Combat feels like a significant downgrade, with parries not meshing well with the combat, the removal of any interesting gadgets and the ones that remain feel bland to use. The rework how venom works for Miles is a massive letdown in my opinion, as well as the spider arms being generally underwhelming. Traversal could have been an improvement if it was just the enhanced web swinging with no swing assist, but the wingsuit and design of half the map let that down. The wingsuit is such a boring traversal method, being little more than simply gliding to the objective with little input from the player. In comparison, Just Cause 3 and 4 have great wingsuiting, with the grapple hook constantly keeping me engaged. Brooklyn and Queens are mostly dead air, with no areas to swing, and while some areas in are pretty nice it can't be saved from being an unfun forgettable area. The story also isn't up to snuff, especially in comparison with the first 2 games. The black suit is eyerolling and Venom honestly feels rushed. Miles on the other hand has pretty much nothing to do for 90% of the story despite being a playable character, and spends a solid 2/3 of the game complaining about Li. In addition to all of this, this version is an unoptimized mess, with me only able to keep a consistent frame rate on the second lowest setting with half the settings tweaked and ray tracing off. My computer is well above the recommended specs for the game, and other games of similar graphical fidelity running perfectly fine. Combine that with me encountering multiple glitches and crashes throughout my time playing, I can't in any faith recommend this game to anyone.",1480,Not Recommended,29.8 hrs on record,Posted: July 2
"It's not bad, it's just extremely disappointing. The game feels like bloated DLC on what is already a tired formula.

Spider-man 1 was a breath of fresh air when it came out. It was a fully realized Spider-man experience and smart enough to streamline the lore so it could focus on some original ideas. It may have worn its inspirations on its sleeve, but it felt like there was genuine enthusiasm behind it.

Then came the DLC. Then came the Miles Morales game. Now we have a ""fresh"" sequel that feels like a corporate mandate instead of a passion project.

This game brings very few ideas to the table. The new features are shallow. The expanded map feels like more of the same. The 2 playable characters don't have any real gameplay differences between them. I can't help but feel like I've played this exact game 3 times already. You know they know it's bad when they give Mary Jane a gun and have you play as her. After the 2nd mandatory biking section, I was said ""Is this really the best they could come up with for a Spider-man game? A biking mini-game with terrible controls?"" The didn't know how to improve upon the formula and yet they made the game any way.

Each boss fight gets repeated 3-4x with little variation. I agree with whoever added in the new attack types that fighting gets stale after a while and needs more variety. But this feels half baked. I was consistently a quarter second late reacting to every visual cue and I don't think it's a me problem. It was easier to memorize attack animations than to rely on the cues. Out of all the notes they cripped from Arkham City, I don't know how you overlook the potential here for incredible supervillian boss fights. It's just more of the same, often literally.

The salt in the wound is the story. We've all seen the major beats of this story many times already. While I like the added wrinkle of having Miles and using Kraven's Last Hunt as inspiration, it's repetitive. It's like an episode of Paw Patrol where every character is defined by 1 thing and they have to remind you about what that 1 thing is in every sentence. Here's another scene about Kraven saying he wants a real fight. Here's yet another scene of Peter Parker complaining about how he doesn't have a choice. The worst is when you spend 10 minutes with Miles whining about how hard it is to balance his personal life followed by another 10 minutes with Peter whining about the exact same thing. It's twice the spider-angst stuffed into the same length of content, with nothing new to say.

On top of it all, the game is poorly optimized: framerate stuttering, visual glitches, a memory leak. In one level I played, Peter Parker became a blindingly bright light bulb. It looked like Spider-man's holy ghost was dishing out divine vengeance. A lot of random stuff that I gave up trying to troubleshoot. It didn't make the game unplayable for me, but it definitely diminished the experience.

They hint heavily at a Spider-man 3. I want it to be good, but if it's more of this I will only pick it up at a steep discount.",2513,Not Recommended,27.1 hrs on record,Posted: July 2
