,review_text,review_length,feedback,play_hours,date_posted
185,THIS GAME IS REALLY GOOD I do not have the ps5 virzon but I do have the computer virvon and gatta say this game is ASM,93,1,19.0,2025-07-02
186,"Pros: Great Combat, Bosses, Suits and Characters
Cons: A$90 for 30 hours of content. With some side quests being more like a chore then actual fun.",123,1,37.8,2025-07-02
187,"Honestly, this is the disappointment of the year for me so far and will most likely keep that title throughout the rest of the year. Combat feels like a significant downgrade, with parries not meshing well with the combat, the removal of any interesting gadgets and the ones that remain feel bland to use. The rework how venom works for Miles is a massive letdown in my opinion, as well as the spider arms being generally underwhelming. Traversal could have been an improvement if it was just the enhanced web swinging with no swing assist, but the wingsuit and design of half the map let that down. The wingsuit is such a boring traversal method, being little more than simply gliding to the objective with little input from the player. In comparison, Just Cause 3 and 4 have great wingsuiting, with the grapple hook constantly keeping me engaged. Brooklyn and Queens are mostly dead air, with no areas to swing, and while some areas in are pretty nice it can't be saved from being an unfun forgettable area. The story also isn't up to snuff, especially in comparison with the first 2 games. The black suit is eyerolling and Venom honestly feels rushed. Miles on the other hand has pretty much nothing to do for 90% of the story despite being a playable character, and spends a solid 2/3 of the game complaining about Li. In addition to all of this, this version is an unoptimized mess, with me only able to keep a consistent frame rate on the second lowest setting with half the settings tweaked and ray tracing off. My computer is well above the recommended specs for the game, and other games of similar graphical fidelity running perfectly fine. Combine that with me encountering multiple glitches and crashes throughout my time playing, I can't in any faith recommend this game to anyone.",1480,0,29.8,2025-07-02
188,"It's not bad, it's just extremely disappointing. The game feels like bloated DLC on what is already a tired formula.

Spider-man 1 was a breath of fresh air when it came out. It was a fully realized Spider-man experience and smart enough to streamline the lore so it could focus on some original ideas. It may have worn its inspirations on its sleeve, but it felt like there was genuine enthusiasm behind it.

Then came the DLC. Then came the Miles Morales game. Now we have a ""fresh"" sequel that feels like a corporate mandate instead of a passion project.

This game brings very few ideas to the table. The new features are shallow. The expanded map feels like more of the same. The 2 playable characters don't have any real gameplay differences between them. I can't help but feel like I've played this exact game 3 times already. You know they know it's bad when they give Mary Jane a gun and have you play as her. After the 2nd mandatory biking section, I was said ""Is this really the best they could come up with for a Spider-man game? A biking mini-game with terrible controls?"" The didn't know how to improve upon the formula and yet they made the game any way.

Each boss fight gets repeated 3-4x with little variation. I agree with whoever added in the new attack types that fighting gets stale after a while and needs more variety. But this feels half baked. I was consistently a quarter second late reacting to every visual cue and I don't think it's a me problem. It was easier to memorize attack animations than to rely on the cues. Out of all the notes they cripped from Arkham City, I don't know how you overlook the potential here for incredible supervillian boss fights. It's just more of the same, often literally.

The salt in the wound is the story. We've all seen the major beats of this story many times already. While I like the added wrinkle of having Miles and using Kraven's Last Hunt as inspiration, it's repetitive. It's like an episode of Paw Patrol where every character is defined by 1 thing and they have to remind you about what that 1 thing is in every sentence. Here's another scene about Kraven saying he wants a real fight. Here's yet another scene of Peter Parker complaining about how he doesn't have a choice. The worst is when you spend 10 minutes with Miles whining about how hard it is to balance his personal life followed by another 10 minutes with Peter whining about the exact same thing. It's twice the spider-angst stuffed into the same length of content, with nothing new to say.

On top of it all, the game is poorly optimized: framerate stuttering, visual glitches, a memory leak. In one level I played, Peter Parker became a blindingly bright light bulb. It looked like Spider-man's holy ghost was dishing out divine vengeance. A lot of random stuff that I gave up trying to troubleshoot. It didn't make the game unplayable for me, but it definitely diminished the experience.

They hint heavily at a Spider-man 3. I want it to be good, but if it's more of this I will only pick it up at a steep discount.",2513,0,27.1,2025-07-02
189,"this game,after multiple updates and patches,it is still not well optimized.Look i have a 3060 graphics card and 16 gb of RAM,usually thats enough for me to play some modern games on medium or low settings,even cyberpunk runs like its supposed to,but not this game,i've been waiting 2 years to play this game and now i cant even play it because they cant optimize the game right.",313,0,0.5,2025-07-02
190,Best Game to be made,16,1,18.7,2025-07-02
191,Still got some bugs but enjoyable nonetheless.,40,1,23.6,2025-07-02
192,fun game,7,1,11.4,2025-07-02
193,solid game not as good as the 1st one but not bad loved the intro of venom,58,1,28.9,2025-07-02
194,Crashout spiderman is peak,23,1,21.5,2025-07-02
195,"amazing gameplay, nice graphics",28,1,10.6,2025-07-02
196,Good game,8,1,22.2,2025-07-02
197,Ver nice. Still prone to crashing,28,1,25.2,2025-07-02
198,fun,3,1,43.2,2025-07-02
199,"Product refunded

just like any other Sony PC port, its gonna take at least 8 months before it actually runs properly",98,0,1.3,2025-07-02
200,"For context, liked the first game, but felt it was too stuffed with filler. The second game was much shorter, but more satisfying because of the improved focus.

This game feels like the game equivalent of the Sony Spiderman movies of late. It also seemed to feature the sort of studio meddling that led to Spiderman 3, up to and including featuring Venom, Harry Osborne and Sandman. The best way to describe this game is the more you play it, the less enjoyable it becomes. I think this is largely due to enemy encounters having one or two more waves than they should, which makes fights feel less like a struggle to survive and more like a slog. It doesn't help that the story is unfocused, removing the context for what your doing to make it satisfying. My guess is Sony was looking ahead at the Kraven movie and wanted him to be a major part of the game, but he isn't interesting enough to hold the story together and just doesn't do much of anything.",781,0,24.2,2025-07-02
201,"not as good as the first by any means, but it takes everything the first did right and dials it up to 11.

definitely worth it if you're a webhead.",119,1,3.9,2025-07-02
202,slow ass start hopefully gets better,31,0,23.6,2025-07-02
203,"Other than Miles's horrible new haircut, the game has significantly improved on the story, mechanics and feel of the previous two.",110,1,39.0,2025-07-02
204,"the game is great. 10/10. get it, if youve played the other 2, (Spiderman 1 and Miles game)",74,1,32.3,2025-07-02
205,Am having a blast but it's have a lot buggies not Optimized even though I have high end PC,72,0,26.3,2025-07-02
206,spiderman.,10,1,16.8,2025-07-02
207,"I used mod to fix MJ face, its good now",30,1,13.5,2025-07-02
208,"Product refunded

I see far too many excusing the horrendous optimization with ""upgrade your PC or just say your broke!"" Wonderful detective work Batman! Not a good excuse whatsoever. My PC runs plenty of games with similar minimum requirements and I have no issues. This game is UNPLAYABLE with even the lowest graphics settings; even did some research to see if I could fix anything manually to no avail. I cannot recommend this to anyone especially if your PC is a few years old like mine. I have 100% the first two games so this deeply saddens me, I was hyped to play this.",475,0,0.6,2025-07-02
209,"A really good game with a pretty weak PC port, had 4 crashes in my 23 hours of gameplay and in the last cutscene all of Peter's voicelines did not play. but the actual game itself is very fun, cant wait for the third one when the PS6 comes out",194,1,23.1,2025-07-02
210,yes,3,1,17.7,2025-07-02
211,"great game. just one issue, my game keeps crashing when trying to clear out the final hunter base side quest. it really pisses me off that i cant 100% the game because of it",140,1,30.0,2025-07-02
